F1-Score,Test Size,Timestamp
0.799079112599414,624,Thu Jan  2 12:42:53 2020
0.799079112599414,624,Thu Jan  2 12:44:50 2020
0.799079112599414,624,Thu Jan  2 12:47:20 2020
0.799079112599414,624,Thu Jan  2 12:49:56 2020
0.799079112599414,624,Thu Jan  2 12:51:53 2020
0.799079112599414,624,Thu Jan  2 12:54:14 2020
0.799079112599414,624,Thu Jan  2 13:23:38 2020
0.799079112599414,624,Thu Jan  2 18:48:22 2020
0.799079112599414,624,Thu Jan  2 19:04:06 2020
0.799079112599414,624,Thu Jan  2 19:06:58 2020
